price_raw,title,location,status,availability,property_type,beds,baths,author,post-date,listing_url,24hrs Power,30kva generator,5kva inverter,Balcony,BQ,Car Park,CCTV,Children Playground,Fitted Bathrooms,Fitted Kitchen,Fully Furnished,Gated Estate,Gym,Home Automation,Home Entertainment Unit,Jacuzzi,Maid's Room,Rooftop Terrace,Swimming Pool,Walk-in Closet,WiFi,Golf Course View,Private Elevator,Study,Cinema,Garden,area(sqm),Water Front,Private Cinema,Water View,Football Pitch,Tennis Court,Sauna
"NGN28,000,000",3 BEDROOM APARTMENT |IKOYI,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,1 month ago,https://cwlagos.com/property/3-bedroom-apartment-ikoyi-5/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN45,000,000","4 BEDROOM APARTMENT+BQ | BANANA ISLAND, IKOYI",Ikoyi,Rent,rent,Apartment,4.0,4.0,admin-cw,1 month ago,https://cwlagos.com/property/4-bedroom-apartmentbq-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN55,000,000",4-BED PENTHOUSE MAISONETTE+BQ|IKOYI,Ikoyi,Rent,rent,Maisonette,4.0,4.0,admin-cw,1 month ago,https://cwlagos.com/property/4-bed-penthouse-maisonettebqikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN23,000,000",2-Bedroom Apartment in Ikoyi,Ikoyi,Rent,rent,Apartment,2.0,2.0,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-ikoyi-7/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",1-BEDROOM APARTMENT- IKOYI,Ikoyi,Rent,rent,Apartment,1.0,1.0,admin-cw,1 month ago,https://cwlagos.com/property/1-bedroom-apartment-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN50,000,000",4 Bedroom Terrace in Ikoyi,Ikoyi,Rent,rent,Terraced,4.0,4.0,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-terrace-in-ikoyi-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN5,000,000",1 Bedroom Mini flat in Ikoyi,Ikoyi,Rent,rent,Mini Flat,1.0,1.0,admin-cw,4 months ago,https://cwlagos.com/property/1-bedroom-mini-flat-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN25,000,000",3 Bedroom Apartment + BQ in Ikoyi,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,4 months ago,https://cwlagos.com/property/3-bedroom-apartment-bq-in-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN25,000,000",3 BEDROOM APARTMENT IN IKOYI,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-ikoyi-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN30,000,000",4 Bedroom Apartment + BQ in Ikoyi,Ikoyi,Rent,rent,Apartment,4.0,4.0,admin-cw,4 months ago,https://cwlagos.com/property/4-bedroom-apartment-bq-in-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN2,500,000,000",Land Measuring 1500sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/land-measuring-1500sqm-in-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN2,000,000",Land Measuring 500-3100sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/land-measuring-500-3100sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",2 Bedroom Apartment in Ikoyi,Ikoyi,Rent,rent,Apartment,2.0,2.0,admin-cw,4 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-ikoyi-5/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN45,000,000",3 Bedroom Apartment + BQ in Ikoyi,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,4 months ago,https://cwlagos.com/property/3-bedroom-apartment-bq-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN15,000,000",1 Bedroom Apartment in Ikoyi,Ikoyi,Rent,rent,Apartment,1.0,1.0,admin-cw,3 months ago,https://cwlagos.com/property/1-bedroom-apartment-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN1,400,000",Land Measuring 500 and 650sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-500-and-650sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN1,300,000,000","500sqm Bareland in ParkView Estate, Ikoyi",Ikoyi,Rent,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/500sqm-bareland-in-parkview-estate-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN20,000,000",2 BEDROOM APARTMENT IN IKOYI,Ikoyi,Rent,rent,Apartment,2.0,2.0,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-ikoyi-6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN38,000,000",3-Bedroom Apartment with Bq in Ikoyi,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-with-bq-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN30,000,000",3 Bedroom Apartment + BQ in Ikoyi,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-bq-in-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN2,900,000",Land Measuring 2709sqm in Ikoyi,Ikoyi,Land,sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-2709sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN40,000,000",3 Bedroom Flat + BQ in Ikoyi,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,4 months ago,https://cwlagos.com/property/3-bedroom-flat-bq-in-ikoyi/,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN30,000,000",Penthouse 3-Bed Apartment + Bq in Ikoyi,Ikoyi,Rent,rent,Penthouse,3.0,3.0,admin-cw,3 months ago,https://cwlagos.com/property/penthouse-3-bed-apartment-bq-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN25,000,000",2-Bedroom Apartment in Ikoyi,Ikoyi,Rent,rent,Apartment,2.0,2.0,admin-cw,4 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN1,200,000,000",4 Bedroom Semi Detached House in Ikoyi,Ikoyi,Sale,sale,Semi Detached,4.0,4.0,admin-cw,4 months ago,https://cwlagos.com/property/4-bedroom-semi-detached-house-in-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",4 Bedroom Apartment in Ikoyi,Ikoyi,Rent,rent,Apartment,4.0,4.0,admin-cw,4 months ago,https://cwlagos.com/property/4-bedroom-apartment-in-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN30,000,000",3-Bedroom Apartment in Ikoyi,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN45,000,000",4-Bedroom Apartment in Ikoyi,Ikoyi,Rent,rent,Apartment,4.0,4.0,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-apartment-in-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN80,000,000",4 bedroom apartment in Ikoyi,Ikoyi,Rent,rent,Apartment,4.0,4.0,admin-cw,3 months ago,https://cwlagos.com/property/3rd-floor-apartment-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN1,800,000,000",Land Measuring 1000sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/land-measuring-1000sqm-in-ikoyi-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",3 Bedroom Terrace + BQ and Studyroom in Ikoyi,Ikoyi,Rent,rent,Terraced,3.0,3.0,admin-cw,4 months ago,https://cwlagos.com/property/3-bedroom-terrace-bq-and-studyroom-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN25,000,000",5-Bedroom Maisonette in Ikoyi,Ikoyi,Rent,rent,Maisonette,5.0,5.0,admin-cw,3 months ago,https://cwlagos.com/property/5-bedroom-maisonette-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN30,000,000",87sqm Open- Plan Office Space in Ikoyi,Ikoyi,commercial,rent,Commercial Space,,,admin-cw,3 months ago,https://cwlagos.com/property/87sqm-open-plan-office-space-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",4 Bedroom Apartment +BQ in Ikoyi,Ikoyi,Rent,rent,Apartment,4.0,4.0,admin-cw,4 months ago,https://cwlagos.com/property/4-bedroom-apartment-bq-in-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN25,000,000",2 Bedroom Apartment in Ikoyi,Ikoyi,Rent,rent,Apartment,2.0,2.0,admin-cw,4 months ago,https://cwlagos.com/property/2-bedroom-apartment-in-ikoyi-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",4-Bedroom Terrace + Bq in Ikoyi,Ikoyi,Rent,rent,Terraced,4.0,4.0,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-terrace-bq-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$50000,4-Bedroom Maisonette in Ikoyi,Ikoyi,Rent,rent,Maisonette,4.0,4.0,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-maisonette-in-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN1,600,000,000",4-Bedroom Terrace in Ikoyi,Ikoyi,Sale,sale,Terraced,4.0,4.0,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-terrace-in-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN25,000,000","3 Bedroom Apartment, Ikoyi",Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN10,000,000",1 Bedroom Miniflat in Ikoyi,Ikoyi,Rent,rent,Mini Flat,1.0,1.0,admin-cw,3 months ago,https://cwlagos.com/property/1-bedroom-miniflat-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$1100000,4 Bedroom Apartment and Penthouse Maisonette in Ikoyi,Ikoyi,Sale,sale,Apartment,4.0,4.0,admin-cw,4 months ago,https://cwlagos.com/property/4-bedroom-apartment-and-penthouse-maisonette-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN30,000,000",5 BEDROOM DETACHED DUPLEX IN IKOYI,Ikoyi,Rent,rent,Detached,5.0,5.0,admin-cw,3 months ago,https://cwlagos.com/property/5-bedroom-detached-duplex-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",3 BEDROOM APARTMENT IN IKOYI,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-ikoyi-7/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN1,100,000",6 plots of 1000sqm Land in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/6-plots-of-1000sqm-land-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN30,000,000",3 Bedroom Maisonette in Ikoyi,Ikoyi,Rent,rent,Maisonette,3.0,3.0,admin-cw,4 months ago,https://cwlagos.com/property/3-bedroom-maisonette-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN38,000,000",3 BEDROOM APARTMENT IN IKOYI,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-ikoyi-8/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN120,000,000",DETACHED 5 BEDROOM DUPLEX IN IKOYI,Ikoyi,Rent,rent,Detached,5.0,5.0,admin-cw,3 months ago,https://cwlagos.com/property/detached-5-bedroom-duplex-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN40,000,000",3-Bedroom Flat + BQ in Ikoyi,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-flat-bq-in-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",3 Bedroom Apartment in Ikoyi,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-ikoyi-9/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",3 Bedroom Apartment in Old Ikoyi,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-old-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",3 BEDROOM APARTMENT IN IKOYI,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-ikoyi-6/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN3,500,000",Land Measuring 20000sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/land-measuring-20000sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN60,000,000",4-BEDROOM MAISONETTE IN IKOYI,Ikoyi,Rent,rent,Maisonette,4.0,4.0,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-maisonette-in-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",3-Bedroom Apartment in Ikoyi,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN3,000,000",Land Measuring 2797sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/land-measuring-2797sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",2-Bedroom Maisonette + BQ in Ikoyi,Ikoyi,Rent,rent,Maisonette,2.0,2.0,admin-cw,3 months ago,https://cwlagos.com/property/2-bedroom-maisonette-bq-in-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN15,000,000",1 BEDROOM APARTMENT IN IKOYI,Ikoyi,Rent,rent,Apartment,1.0,1.0,admin-cw,3 months ago,https://cwlagos.com/property/1-bedroom-apartment-in-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN40,000,000",3 BEDROOM APARTMENT IN IKOYI,Ikoyi,Rent,rent,Apartment,3.0,3.0,admin-cw,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-ikoyi-5/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN3,000,000",Land Measuring 7441sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/land-measuring-7441sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN2,800,000",Land Measuring 1500sqm in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/land-measuring-1500sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN1,200,000",Waterfront Land in Ikoyi,Ikoyi,Sale,sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/waterfront-land-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30,000,000",3-Bedroom Apartment with BQ,"Ikoyi, Eti Osa, Lagos State, Nigeria",Rent,rent,Apartment,3.0,3.0,Ngonadi Uzoma,3 months ago,https://cwlagos.com/property/3-bedroom-apartment-with-bq-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"250,000",145sqm Office Space,"Ikoyi, Eti Osa, Lagos State, Nigeria",Rent,rent,Commercial Space,,,Jennifer Nwagbo,2 months ago,https://cwlagos.com/property/145sqm-office-space/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"800,000,000",Zurii Residence — New Mixed-Unit Development,"Ikoyi, Eti Osa, Lagos State, Nigeria",Sale,sale,,,,Ngonadi Uzoma,2 months ago,https://cwlagos.com/property/zurii-residence-new-mixed-unit-development/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"900,000,000",3-Bedroom Flats,"Ikoyi, Eti Osa, Lagos State, Nigeria",Sale,sale,Apartment,3.0,3.0,Jennifer Nwagbo,3 months ago,https://cwlagos.com/property/3-bedroom-flats/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"220,000",4-Floor Office Block,"Ikoyi, Eti Osa, Lagos State, Nigeria",Rent,rent,Commercial Space,,,Ngonadi Uzoma,2 months ago,https://cwlagos.com/property/4-floor-office-block/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"200,000,000",5-Bedroom Property with 3 BQs,"Ikoyi, Eti Osa, Lagos State, Nigeria",Sale,sale,,5.0,5.0,Ngonadi Uzoma,2 months ago,https://cwlagos.com/property/5-bedroom-property-with-3-bqs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,100,000,000",Detached Commercial Building,"Ikoyi, Eti Osa, Lagos State, Nigeria",Sale,sale,Commercial Space,,,Jennifer Nwagbo,3 months ago,https://cwlagos.com/property/detached-commercial-building/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#2,450,000,000",Land Measuring Approximately 1000 sqm Driveway Plot,"Ikoyi, Lagos.",Sale,sale,,,,Rose,5 months ago,https://cwlagos.com/property/land-measuring-approximately-1000-sqm-driveway-plot/,True,,,,,True,True,,,,,True,,True,True,,,,,,True,,,,,,1000 sqm,,,,,,
"#1,000,000,000",Luxury 4 Bedroom Apartment plus BQ,"Ikoyi, Lagos.",Sale,sale,Apartment,3.0,3.0,Adeyemi Fowosire,1 year ago,https://cwlagos.com/property/luxury-3-bedroom-apartment-plus-bq/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,,,,,,,,,,
"#3,500,000,000",Land Measuring 750 sqm,"Ikoyi, Lagos.",Sale,sale,,,,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/land-measuring-750-sqm/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,750sqm,,,,,,
"#1,500,000,000",Brand New 5 Bedroom Semi-Detached House with Swimming Pool,"Ikoyi, Lagos.",Sale,sale,Semi Detached,5.0,5.0,Adeyemi Fowosire,1 year ago,https://cwlagos.com/property/brand-new-5-bedroom-semi-detached-house-with-swimming-pool/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,True,,,True,,,,,,,
"#35,000,000",4 Bedroom Furnished Apartment + BQ,"Ikoyi, Lagos.",Rent,rent,Apartment,4.0,4.0,admin-cw,8 months ago,https://cwlagos.com/property/4-bedroom-furnished-apartment-bq/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"$2,500,000",Luxury 4 Bedroom Detached Duplex in a Gated Neighborhood,"Ikoyi, Lagos.",Sale,sale,Detached,4.0,4.0,Rose,1 year ago,https://cwlagos.com/property/luxury-4-bedroom-detached-duplex-in-a-gated-neighborhood/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,True,,,True,,,,,,,
"#750,000,000",4 Bedroom Maisonette with BQ,"Ikoyi, Lagos.",Sale,sale,Maisonette,4.0,4.0,admin-cw,5 months ago,https://cwlagos.com/property/4-bedroom-maisonette-with-bq-2/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,,,,,
"#70,000,000",5 Bedroom Detached House with 3 Room BQ,"Ikoyi, Lagos.",Rent,rent,Commercial Space,5.0,5.0,Jennifer Nwagbo,6 months ago,https://cwlagos.com/property/5-bedroom-detached-house-with-3-room-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,,True,True,,,True,,True,,,,,,,
"$10,000",Waterfront Property Measuring Approximately 5000 sqm,"Ikoyi, Lagos.",Sale,sale,,,,Kemi Adeyinka,5 months ago,https://cwlagos.com/property/waterfront-property-measuring-approximately-5000-sqm/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,5000 SQM,,,,,,
"#450,000,000",3 Bedroom Apartment,"Ikoyi, Lagos.",Sale,sale,Apartment,3.0,3.0,Rose,6 months ago,https://cwlagos.com/property/3-bedroom-apartment-8/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,True,,,True,,,,,,,
"250,000","75sqm, 41.5sqm, 41.5sqm & 55sqm Commercial Space","Ikoyi, Lagos.",Rent,rent,Commercial Space,,,Ngonadi Uzoma,7 months ago,https://cwlagos.com/property/75sqm-41-5sqm-41-5sqm-55sqm-commercial-space/,True,True,True,True,,True,True,True,True,,,True,,True,True,,,True,,True,True,,True,,,,"75sqm, 41.5sqm, 41.5sqm & 55sqm",,,,,,
"#50,000,000",4 Bedroom Apartment,"Ikoyi, Lagos.",Rent,rent,Apartment,4.0,4.0,Adeyemi Fowosire,6 months ago,https://cwlagos.com/property/4-bedroom-apartment-2/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,True,,,,True,,,,
"#800,000,000",2 units of Newly Built 5 Bedroom Terrace with BQ,"Ikoyi, Lagos.",Sale,sale,Terraced,5.0,5.0,Rose,5 months ago,https://cwlagos.com/property/2-units-of-newly-built-5-bedroom-terrace-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,,,,,,,,,
"$2,300,000",4 Bedroom Luxurious and Super Spacious Apartment,"Ikoyi, Lagos.",Sale,sale,Apartment,4.0,4.0,CW Real Estate,2 years ago,https://cwlagos.com/property/4-bedroom-luxurious-and-super-spacious-apartment/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,,,,True
"#1,500,000,000",4 Bedroom Penthouse,"Ikoyi, Lagos.",Sale,sale,Penthouse,4.0,4.0,admin-cw,5 months ago,https://cwlagos.com/property/4-bedroom-penthouse/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,True,True,,,,True,,,,
"#65,000,000",Commercial or Residential 5 Bedroom Detached House with 3 Room BQ,"Ikoyi, Lagos.",Rent,rent,Commercial Space,5.0,5.0,Jennifer Nwagbo,6 months ago,https://cwlagos.com/property/commercial-or-residential-5-bedroom-detached-house-with-3-room-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,,,,,True,,,,,,,
"#1,500,000,000",Newly Built 4 Bedroom Maisonette with 1 Living Room,"Ikoyi, Lagos.",Sale,sale,Maisonette,4.0,4.0,Rose,6 months ago,https://cwlagos.com/property/newly-built-4-bedroom-maisonette-with-1-living-room/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,,,True,,,,,,,,
"#2,500,000,000",Luxury 5 Bedroom Fully Detached House with 2 Room BQ,"Ikoyi, Lagos.",Sale,sale,Detached,5.0,5.0,Rose,6 months ago,https://cwlagos.com/property/luxury-5-bedroom-fully-detached-house-with-2-room-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,True,,,,True,,,,
"#2,950,000,000",Newly Built 5 Bedroom Penthouse,"Ikoyi, Lagos.",Sale,sale,Penthouse,5.0,5.0,Rose,6 months ago,https://cwlagos.com/property/newly-built-5-bedroom-penthouse-2/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,,,,,,,,,,
"$25,000",Luxury 3 Bedroom Apartment with Scenic View Large Terrace,"Ikoyi, Lagos.",Rent,,Apartment,3.0,3.0,Adeyemi Fowosire,2 years ago,https://cwlagos.com/property/luxury-3-bedroom-apartment-with-scenic-view-large-terrace/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,True,,True,,,,True,,,,
"#3,100,000",Land Measuring Approximately 600 sqm Driveway Plot,"Ikoyi, Lagos.",Sale,sale,,,,Rose,5 months ago,https://cwlagos.com/property/land-measuring-approximately-600-sqm-driveway-plot/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,600 sqm,,,,,,
"#1,500,000,000",Upscale 4 Bedroom Terraced Duplex in a Gated Neighborhood,"Ikoyi, Lagos.",Sale,sale,Terraced,4.0,4.0,Adeyemi Fowosire,2 years ago,https://cwlagos.com/property/upscale-4-bedroom-terraced-duplex-in-a-gated-neighborhood/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"#45,000,000",3 Bedroom Apartment + BQ,"Ikoyi, Lagos.",Rent,rent,Apartment,3.0,3.0,admin-cw,5 months ago,https://cwlagos.com/property/3-bedroom-apartment-bq-4/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,,,True,,,,
"#900,000,000",Newly Developed 4 Bedroom Maisonette with BQ,"Ikoyi, Lagos.",Sale,sale,Maisonette,4.0,4.0,Ngonadi Uzoma,6 months ago,https://cwlagos.com/property/newly-developed-4-bedroom-maisonette-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,,True,,,True,,,,
"$567,368",3- & 5-Bedroom Apartment Penthouse + BQ,"Ikoyi, Lagos.",Sale,sale,Apartment,3.0,3.0,admin-cw,6 months ago,https://cwlagos.com/property/3-5-bedroom-apartment-penthouse-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,True,True,,202sqm - 218sqm,,True,,,,
"N1,000,000,000",Luxury 4 Bedroom Apartment + BQ,"Ikoyi, Lagos.",Sale,,Apartment,3.0,3.0,admin-cw,2 years ago,https://cwlagos.com/property/luxury-4-bedroom-apartment-bq-3/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,,,,,,,,
