price_raw,title,location,status,availability,property_type,beds,baths,author,post-date,listing_url,24hrs Power,30kva generator,5kva inverter,Balcony,BQ,Car Park,CCTV,Children Playground,Fitted Bathrooms,Fitted Kitchen,Fully Furnished,Gated Estate,Gym,Home Automation,Home Entertainment Unit,Jacuzzi,Maid's Room,Rooftop Terrace,Swimming Pool,Walk-in Closet,WiFi,Golf Course View,Private Elevator,Study,Cinema,Garden,area(sqm),Water Front,Private Cinema,Water View,Football Pitch,Tennis Court,Sauna
"#1,600,000,000",Land Measuring 803 sqm,"Osborne Foreshore Phase 1, Ikoyi, Lagos.",For Sale,Available for sale,,,,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/land-measuring-803-sqm/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,803 sqm,,,,,,
"#5,000,000,000",7 – Storey Multi-purpose Building in Prime Ikoyi Location,"Ikoyi, Lagos.",For Sale,Available for sale,Apartment,47,47,Rose,8 months ago,https://cwlagos.com/property/7-storey-multi-purpose-building-in-prime-ikoyi-location/,True,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,,True,,,True,,,,,,,
"#2,000,000,000",4 Bedroom Detached Duplex with Smart Features,"Ikoyi, Lagos.",For Sale,Available for sale,Detached,4,4,Adeyemi Fowosire,8 months ago,https://cwlagos.com/property/4-bedroom-detached-duplex-with-smart-features/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,True,,,,,,,
"#40,000,000",4 Bedroom Home with Expansive Balcony Space,"Ikoyi, Lagos.",For Rent,Available for rent,Terraced,4,4,Rose,8 months ago,https://cwlagos.com/property/4-bedroom-home-with-expansive-balcony-space/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,,,,,,,,,,,
"2,500,000",Land measuring 500sqm in a strategic location,Moore rd,For Sale,Available for sale,,,,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/land-measuring-500sqm-in-a-strategic-location/,,,,,,,,,,,,,,,,,,,,,,,,,,,500sqm,,,,,,
"#1,500,000,000",Luxury 4 Bedroom Apartment with Incredible Views,"Ikoyi, Lagos.",For Sale,Available for sale,Apartment,4,4,Adaeze Ajomiwe,8 months ago,https://cwlagos.com/property/luxury-4-bedroom-apartment-with-incredible-views/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,,,,,,,,,,
"#90,000,000",Luxury 4 Bedroom Penthouse with Pool,"Ikoyi, Lagos.",For Rent,Available for rent,Penthouse,4,4,Adaeze Ajomiwe,8 months ago,https://cwlagos.com/property/luxury-4-bedroom-penthouse-with-pool/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,,,,True,,,,
"#25,000,000",Luxury 2 Bedroom Apartment with Water View,"Ikoyi, Lagos.",For Rent,Available for rent,Apartment,2,2,Adaeze Ajomiwe,8 months ago,https://cwlagos.com/property/luxury-2-bedroom-apartment-with-water-view/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,True,,True,,True,,,
"NGN80,000,000",Luxury 5 Bedroom Terrace with Swimming Pool,"Parkview Estate, Ikoyi, Lagos.",For Rent,Available for rent,Terraced,5,5,Adaeze Ajomiwe,8 months ago,https://cwlagos.com/property/luxury-5-bedroom-terrace-with-swimming-pool/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,,,,,,,,,,,
"#15,000,000",3 Bedroom Partly Furnished Apartment with BQ,"Ikoyi, Lagos.",For Rent,Available for rent,Apartment,3,3,admin-cw,8 months ago,https://cwlagos.com/property/3-bedroom-partly-furnished-apartment-with-bq/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#700,000,000",Brand New 3 Bedroom Apartment plus BQ,"Ikoyi, Lagos.",For Sale,Available for sale,Apartment,3,3,admin-cw,8 months ago,https://cwlagos.com/property/brand-new-3-bedroom-apartment-plus-bq/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,,,,,,,,,
"#3,000,000",Land Measuring 8000 sqm in a Strategic Location,"Bourdillon Road, Ikoyi, Lagos.",For Sale,Available for sale,,,,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/land-measuring-8000-sqm-in-a-strategic-location/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,8000 sqm,,,,,,
"#100,000,000",Brand New 5 Bedroom Fully Detached House in a Highly Prestigious Neighborhood,"Ikoyi, Lagos.",For Rent,,Detached,5,5,Adeyemi Fowosire,8 months ago,https://cwlagos.com/property/brand-new-5-bedroom-fully-detached-house-in-a-highly-prestigious-neighborhood/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,True,,,,,,,,,,
"#400,000",276.43 sqm Office Space,"Ikoyi, Lagos.",For Rent,Available for rent,,,,Jennifer Nwagbo,8 months ago,https://cwlagos.com/property/276-43-sqm-office-space/,True,True,True,True,,True,True,,True,,,True,,,,,,,,True,True,,,,,True,276.43 sqm,,,,,,
"#1,050,000,000",Land Measuring 350 sqm,"Ikoyi, Lagos.",For Sale,Available for sale,,,,Kemi Adeyinka,8 months ago,https://cwlagos.com/property/land-measuring-350-sqm/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,350 sqm,,,,,,
"#3,200,000,000",Luxury 4 Bedroom Maisonette & 5 Bedroom Penthouse,"Ikoyi, Lagos.",For Sale,Available for sale,Maisonette,4,4,Rose,8 months ago,https://cwlagos.com/property/luxury-4-bedroom-maisonette-5-bedroom-penthouse/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,,,,,,,,
"#1,050,000,000",Land Measuring 350sqm,"Ikoyi, Lagos.",For Sale,Available for sale,,,,admin-cw,8 months ago,https://cwlagos.com/property/land-measuring-350sqm/,True,,,,,True,,,,,,True,,,,,,,,,,,,,,True,350sqm,,,,,,
"#2,500,000/sqm",3 Plots Measuring 1000sqm Suitable for a Private Residence,"Old Ikoyi, Ikoyi, Lagos.",For Sale,Available for sale,,,,Rose,8 months ago,https://cwlagos.com/property/3-plots-measuring-1000sqm-suitable-for-a-private-residence/,True,,,,,True,,,,,,True,,,,,,,,,,,,,,True,1000sqm,,,,,,
"#900,000,000",Spacious 5 Bedroom Duplex Commercial Property,"Ikoyi, Lagos.",commercial,Available for sale,Commercial Space,5,5,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/spacious-5-bedroom-duplex-commercial-property/,True,True,True,True,,True,True,,True,True,,True,,,,,,,,True,True,,,,,,543sqm,,,,,,
"$600,000",Ultra Luxury 3 Bedroom Apartment with 2 Room Boys Quarter,"Bourdillon Road, Ikoyi, Lagos.",For Sale,Available for sale,Apartment,3,3,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/ultra-luxury-3-bedroom-apartment-with-2-room-boys-quarter/,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,,,,,True,,,True,,,,
"#650,000,000",Commercial Duplex sitting on 402sqm with 2 Bedroom Charlet at the Back,"Southwest Ikoyi, Ikoyi, Lagos.",commercial,Available for sale,Commercial Space,,,Ngonadi Uzoma,9 months ago,https://cwlagos.com/property/commercial-duplex-sitting-on-402sqm-with-2-bedroom-charlet-at-the-back/,True,True,True,True,,True,True,True,True,True,,True,,True,True,,,,,True,True,,,,,True,402sqm,,,,,,
"#12,000,000","Massively Standard & New 1,2&3 Bedroom Apartments","Old Ikoyi, Ikoyi, Lagos.",For Rent,Available for rent,Apartment,1,1,sophia Essien,9 months ago,https://cwlagos.com/property/massively-standard-new-123-bedroom-apartments/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#20,000,000",Luxurious Newly Built 4 Bedroom Flat with Boys Quarters,"Old Ikoyi, Ikoyi, Lagos.",For Rent,Available for rent,Apartment,4,4,sophia Essien,9 months ago,https://cwlagos.com/property/luxurious-newly-built-4-bedroom-flat-with-boys-quarters/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,True,,,,,,,,,,
"#270,000,000",Elegant 2 units of Luxury 3 Bedroom Apartment with Stable Electricity,"Osborne, Ikoyi, Lagos.",For Sale,Available for sale,Apartment,3,3,Adaeze Ajomiwe,9 months ago,https://cwlagos.com/property/elegant-2-units-of-luxury-3-bedroom-apartment-with-stable-electricity/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"#1,200,000,000",Brand New 4 Bedroom Terraced Duplex + 2 BQ,"Ikoyi, Lagos.",For Sale,Available for sale,Terraced,4,4,admin-cw,9 months ago,https://cwlagos.com/property/brand-new-4-bedroom-terraced-duplex-2-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"$1,100,000",Luxury Newly Built 3 Bedroom Apartment plus BQ,"Ikoyi, Lagos.",For Sale,Available for sale,Apartment,3,3,admin-cw,9 months ago,https://cwlagos.com/property/luxury-newly-built-3-bedroom-apartment-plus-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,,,,,,True,,,,
"#1,200,000,000",Luxury 4 Bedroom Townhouse with Swimming Pool,"Ikoyi, Lagos.",For Sale,Available for sale,Town House,4,4,admin-cw,9 months ago,https://cwlagos.com/property/luxury-4-bedroom-townhouse-with-swimming-pool/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,,,True,,,,,,,
"#30,000,000",Magnificent 3 Bedroom Apartment with Swimming Pool,"Ikoyi, Lagos.",For Rent,Available for rent,Apartment,3,3,Adeyemi Fowosire,9 months ago,https://cwlagos.com/property/magnificent-3-bedroom-apartment-with-swimming-pool-3/,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,,True,True,,,True,,,True,
"#650,000,000","Luxurious 3-, 4- & 5-Bedroom Penthouse Maisonette","IKoyi, Lagos.",For Sale,Available for sale,Apartment,3,3,admin-cw,9 months ago,https://cwlagos.com/property/luxurious-3-4-5-bedroom-penthouse-maisonette/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,True,,,True,True,True,,,
"#30,000,000",Brand New 4 Bedroom Terrace with Ample Parking Space,"Ikoyi, Lagos.",For Rent,Available for rent,Terraced,4,4,admin-cw,10 months ago,https://cwlagos.com/property/brand-new-4-bedroom-terrace-with-ample-parking-space/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,,,,,,,,
"$2,000,000",Fully Serviced 6 Bedroom Fully Detached Homes with BQ,"Ikoyi, Lagos.",For Sale,Available for sale,Detached,6,6,admin-cw,10 months ago,https://cwlagos.com/property/fully-serviced-6-bedroom-fully-detached-homes-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,True,True,True,,,,,,,,,,,,
"#700,000,000","Luxury 2, 4 & 5 Bed Pent-Apartment Maisonette with Swimming Pool","Ikoyi, Lagos.",For Sale,Available for sale,Apartment,4,4,Ngonadi Uzoma,11 months ago,https://cwlagos.com/property/luxury-2-4-5-bed-pent-apartment-maisonette-with-swimming-pool/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,,,,True,,,,
"#900,000,000",Perfectly Carved 4 Bedroom Semi-Detached Duplex with BQ,"Ikoyi, Lagos.",For Sale,Available for sale,Semi Detached,4,4,Amaka Nwokedi,11 months ago,https://cwlagos.com/property/perfectly-carved-4-bedroom-semi-detached-duplex-with-bq/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,,,,,,,,,,,,
"#7,000,000",90sqm Office Space with Large Co-working Space,"Ikoyi, Lagos.",commercial,,Commercial Space,,,Jennifer Nwagbo,11 months ago,https://cwlagos.com/property/90sqm-office-space-with-large-co-working-space/,True,True,True,True,,True,True,,True,,,True,,True,True,,,True,,True,True,,True,,,,90SQM,,,,,,
"#5,000,000",50sqm Office Space with Large Co-working Spaces,"Ikoyi, Lagos.",commercial,,Commercial Space,,,Jennifer Nwagbo,11 months ago,https://cwlagos.com/property/50sqm-office-space-with-large-co-working-spaces/,True,True,True,True,,True,True,,True,True,,True,,True,True,,,True,,True,True,,,,,,50SQM,,,,,,
"#140,000",24 Hours Serviced Commercial Office Complex with Elevators,"Ikoyi, Lagos.",commercial,,Commercial Space,,,Jennifer Nwagbo,11 months ago,https://cwlagos.com/property/24-hours-serviced-commercial-office-complex-with-elevators/,True,True,True,True,,True,True,,True,,,True,,True,True,,,True,,True,True,,True,,,True,"780SQM & 1,200SQM",,,,,,
"#750,000,000",Luxurious + New 4 Bedroom Maisonette with City Views,"Old Ikoyi, Ikoyi, Lagos.",For Sale,Available for sale,Maisonette,4,4,admin-cw,11 months ago,https://cwlagos.com/property/luxurious-new-4-bedroom-maisonette-with-city-views/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,True,True,,,True,,,,
"$635,000",Luxury 2- & 4-Bedroom Apartments & Maisonettes with Pool,"Banana Island, Ikoyi, Lagos.",For Sale,Available for sale,Apartment,2,2,admin-cw,11 months ago,https://cwlagos.com/property/luxury-2-4-bedroom-apartments-maisonettes-with-pool/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,True,,,,True,,,,
"#1,400,000,000",Modern Luxury 4 Bedroom Semi-Detached Duplex + BQ,"Old Ikoyi, Ikoyi, Lagos.",For Sale,Available for sale,Semi Detached,4,4,admin-cw,11 months ago,https://cwlagos.com/property/modern-luxury-4-bedroom-semi-detached-duplex-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,True,,,,True,,,,
"#15,000,000",Serviced 3 Bedroom Apartment + BQ,"Parkview Estate, Ikoyi, Lagos.",For Rent,,Apartment,3,3,admin-cw,11 months ago,https://cwlagos.com/property/serviced-3-bedroom-apartment-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,,True,,,,,,,
"#16,000,000",Luxury 3 Bedroom Apartment + Maid’s Quarters,"Parkview Estate, Ikoyi, Lagos.",For Rent,,Apartment,3,3,admin-cw,11 months ago,https://cwlagos.com/property/luxury-3-bedroom-apartment-maids-quarters/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,,True,,,,,,,
"$500,000",Luxury 2- & 3-Bedroom Apartments & 3 Bedroom Maisonette,"Ikoyi, Lagos.",For Sale,Available for sale,Apartment,2,2,Ngonadi Uzoma,11 months ago,https://cwlagos.com/property/luxury-2-3-bedroom-apartments-3-bedroom-maisonette/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,,True,,,,,,,,,
"#900,000,000",Luxury 4 Bedroom Apartment with 1 BQ,"Ikoyi, Lagos.",For Sale,Available for sale,Apartment,4,4,Mr Delani Mr Delani,12 months ago,https://cwlagos.com/property/luxury-4-bedroom-apartment-with-1-bq-2/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,,True,,,,,True,,True,,True,
"#600,000,000",Luxury 3 Bedroom Apartment in a Highly Prestigious Neighborhood,"Ikoyi, Lagos.",For Sale,Available for sale,Apartment,3,3,CW Real Estate,1 year ago,https://cwlagos.com/property/luxury-3-bedroom-apartment-in-a-highly-prestigious-neighborhood/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,True,,,,,,True,,,,
"$1,500,000",Luxury 4 Bedroom Maisonette with Swimming Pool,"Banana island, Ikoyi",For Sale,,Maisonette,4,4,Rose,1 year ago,https://cwlagos.com/property/luxury-4-bedroom-maisonette-with-swimming-pool-2/,True,True,True,True,True,True,,,,True,,,,,,,,,True,,,,,,,,,,,,,,
"N60,000,000",Luxury 4 Bedroom Maisonette with a Pool,"Banana Island, Ikoyi",For Rent,,Maisonette,4,4,Omobola Adaramaja,1 year ago,https://cwlagos.com/property/luxury-4-bedroom-maisonette-with-a-pool/,True,True,True,True,True,True,True,,,True,,,True,,,,,,,True,,,,,,,,True,,,,,
"$80,000",Luxurious 4 Bedroom Flat with 1 room BQ,Old ikoyi,For Rent,,Apartment,4,4,Rose,1 year ago,https://cwlagos.com/property/luxurious-4-bedroom-flat-with-1-room-bq/,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,,True,,,,True,,,,,,,,,True,True
"#1,000,000,000",Luxury 4 Bedroom Apartment plus BQ,"Ikoyi, Lagos.",For Sale,Available for sale,Apartment,3,3,Adeyemi Fowosire,1 year ago,https://cwlagos.com/property/luxury-3-bedroom-apartment-plus-bq/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,,,,,,,,,,
"#1,500,000,000",Brand New 5 Bedroom Semi-Detached House with Swimming Pool,"Ikoyi, Lagos.",For Sale,Available for sale,Semi Detached,5,5,Adeyemi Fowosire,1 year ago,https://cwlagos.com/property/brand-new-5-bedroom-semi-detached-house-with-swimming-pool/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,True,,,True,,,,,,,
"$2,500,000",Luxury 4 Bedroom Detached Duplex in a Gated Neighborhood,"Ikoyi, Lagos.",For Sale,Available for sale,Detached,4,4,Rose,1 year ago,https://cwlagos.com/property/luxury-4-bedroom-detached-duplex-in-a-gated-neighborhood/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,True,,,True,,,,,,,
"#1,200,000,000",Luxury 5 Bedroom Semi-Detached House with Ample Parking Space,"Banana Island, Ikoyi, Lagos.",For Sale,Available for sale,Semi Detached,5,5,Rose,1 year ago,https://cwlagos.com/property/luxury-5-bedroom-semi-detached-house-with-ample-parking-space/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,True,,,,,,,,,,
"$1,500,000",Brand New 5 Bedroom Semi-Detached House with Water View,"Banana Island, Ikoyi, Lagos.",For Sale,Available for sale,Semi Detached,5,5,Rose,1 year ago,https://cwlagos.com/property/brand-new-5-bedroom-semi-detached-house-with-water-view/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,True,,,,,True,,True,,,
"$20,000,000",A Luxuriously Built Fully Detached Waterfront 6 Bedroom Mansion with Waterfall,"Banana Island, Ikoyi, Lagos.",For Sale,Available for sale,Detached,6,6,Rose,1 year ago,https://cwlagos.com/property/a-luxuriously-built-fully-detached-waterfront-6-bedroom-mansion-with-waterfall/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,,,,3880 sqm,True,,True,,,
"N1,000,000,000",Luxury 4 Bedroom Apartment + BQ,"Ikoyi, Lagos.",For Sale,,Apartment,3,3,admin-cw,2 years ago,https://cwlagos.com/property/luxury-4-bedroom-apartment-bq-3/,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,,True,True,True,True,,True,,,,,,,,,,
"$2,300,000",4 Bedroom Luxurious and Super Spacious Apartment,"Ikoyi, Lagos.",For Sale,Available for sale,Apartment,4,4,CW Real Estate,2 years ago,https://cwlagos.com/property/4-bedroom-luxurious-and-super-spacious-apartment/,True,True,True,True,,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,True,,,,True
"#1,500,000,000",Upscale 4 Bedroom Terraced Duplex in a Gated Neighborhood,"Ikoyi, Lagos.",For Sale,Available for sale,Terraced,4,4,Adeyemi Fowosire,2 years ago,https://cwlagos.com/property/upscale-4-bedroom-terraced-duplex-in-a-gated-neighborhood/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,,True,True,,,,,,,,,,,,
"$25,000",Luxury 3 Bedroom Apartment with Scenic View Large Terrace,"Ikoyi, Lagos.",For Rent,,Apartment,3,3,Adeyemi Fowosire,2 years ago,https://cwlagos.com/property/luxury-3-bedroom-apartment-with-scenic-view-large-terrace/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,True,,True,,,,True,,,,
"NGN50,000,000",3 Bedroom Apartment- Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,5,5,admin-cw,4 hours ago,https://cwlagos.com/property/3-bedroom-apartment-ikoyi-12/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN65,000,000","3-BED TERRACE APARTMENT – BANANA ISLAND, IKOYI",Ikoyi,For Rent,Available for rent,Terraced,3,3,admin-cw,3 weeks ago,https://cwlagos.com/property/3-bed-terrace-apartment-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$700000,"Residential Development- Banana Island, Ikoyi",Ikoyi,For Sale,Available for sale,Apartment,3,3,admin-cw,4 weeks ago,https://cwlagos.com/property/residential-development-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN35,000,000",3 BED MAISONETTE — BANANA ISLAND (WATERFRONT),Ikoyi,For Rent,Available for rent,Maisonette,3,3,admin-cw,4 weeks ago,https://cwlagos.com/property/3-bed-maisonette-banana-island-waterfront/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN45,000,000","4 BEDROOM APARTMENT+BQ | BANANA ISLAND, IKOYI",Ikoyi,For Rent,Available for rent,Apartment,4,4,admin-cw,1 month ago,https://cwlagos.com/property/4-bedroom-apartmentbq-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN55,000,000",4-BED PENTHOUSE MAISONETTE+BQ|IKOYI,Ikoyi,For Rent,Available for rent,Maisonette,4,4,admin-cw,1 month ago,https://cwlagos.com/property/4-bed-penthouse-maisonettebqikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN3,200,000",Land Measuring 1000sqm in Ikoyi,Ikoyi,For Sale,Available for sale,,,,admin-cw,1 month ago,https://cwlagos.com/property/land-measuring-1000sqm-in-ikoyi-6/,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,
"NGN50,000,000","4-Bed Terrace+BQ – Banana Island, Ikoyi",Ikoyi,For Rent,Available for rent,Terraced,4,4,admin-cw,1 month ago,https://cwlagos.com/property/4-bed-terracebq-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN8,500,000","Studio Apartment– Banana Island, Ikoyi",Ikoyi,For Rent,,Apartment,1,1,admin-cw,2 months ago,https://cwlagos.com/property/studio-apartment-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
$36000,3-Bedroom Furnished Flat – Banana Island,Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-furnished-flat-banana-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN100,000,000",5-Bedroom Terrace| Banana Island,Ikoyi,For Rent,Available for rent,Terraced,5,5,admin-cw,2 months ago,https://cwlagos.com/property/5-bedroom-terrace-banana-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN50,000,000",4-Bedroom Terrace | Ikoyi,Ikoyi,For Rent,Available for rent,Terraced,4,4,admin-cw,2 months ago,https://cwlagos.com/property/4-bedroom-terrace-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN100,000,000","Five-Bed Duplex in Banana Island, Ikoyi",Ikoyi,For Rent,Available for rent,,5,5,admin-cw,2 months ago,https://cwlagos.com/property/five-bed-duplex-in-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN55,000,000","3-Bedroom Apartment in Banana Island, Ikoyi",Ikoyi,For Rent,Available for rent,Apartment,3,3,admin-cw,2 months ago,https://cwlagos.com/property/3-bedroom-apartment-in-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN60,000,000",4-Bed Semi-Detached House in Ikoyi,Ikoyi,For Rent,Available for rent,Semi Detached,4,4,admin-cw,2 months ago,https://cwlagos.com/property/4-bed-semi-detached-house-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Two plots of Land Measuring 500sqm in Ikoyi,Ikoyi,For Sale,Available for sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/two-plots-of-land-measuring-500sqm-in-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,500,,,,,,
"NGN4,500,000",Land Measuring 1500sqm in Ikoyi,Ikoyi,For Sale,Available for sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/land-measuring-1500sqm-in-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,,,,,,
"NGN60,000,000",4-Bedroom Apartment in Ikoyi,Ikoyi,For Rent,Available for rent,Apartment,4,4,admin-cw,3 months ago,https://cwlagos.com/property/4-bedroom-apartment-in-ikoyi-4/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN3,400,000",Land Measuring 600sqm in Banana Island,Ikoyi,For Sale,Available for sale,,,,admin-cw,3 months ago,https://cwlagos.com/property/land-measuring-600sqm-in-banana-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN3,500,000","Waterfront Land in Banana Island, Ikoyi",Banana Island,For Sale,Available for sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/waterfront-land-in-banana-island-ikoyi-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN3,200,000","Waterfront Land in Banana Island, Ikoyi",Banana Island,For Sale,Available for sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/waterfront-land-in-banana-island-ikoyi/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN4,000,000",Joint Venture Opportunity – Residential Waterfront Land in Banana Island,Banana Island,Joint Venture,Available for sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/joint-venture-opportunity-residential-waterfront-land-in-banana-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NGN3,600,000,000",Land Measuring 1000sqm in Ikoyi,Ikoyi,For Sale,Available for sale,,,,admin-cw,4 months ago,https://cwlagos.com/property/land-measuring-1000sqm-in-ikoyi-3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Land Measuring 600- 700sqm in Banana Island,Banana Island,Land,Available for sale,,,,admin-cw,5 months ago,https://cwlagos.com/property/land-measuring-600-700sqm-in-banana-island/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#1,800,000,000",Land Measuring Two Plots of 500 sqm,"Banana Island, Ikoyi, Lagos.",For Sale,Available for sale,,,,Rose,5 months ago,https://cwlagos.com/property/land-measuring-two-plots-of-500-sqm/,True,,,,,True,True,,,,,True,,,,,,,,,True,,,,,,2 Plots of 500 sqm,,,,,,
"#40,000,000",2 Bedroom Maisonette,"Banana Island, Ikoyi, Lagos.",For Rent,Available for rent,Maisonette,2,2,Rose,5 months ago,https://cwlagos.com/property/2-bedroom-maisonette-2/,True,True,True,True,,True,True,True,True,True,,True,,True,True,True,,True,True,True,True,,,,,,,True,,True,,,
"#550,000,000","Luxury, Well Maintained 2 Bedroom Upper Floor Apartment","Banana Island, Ikoyi, Lagos.",For Sale,Available for sale,Apartment,2,2,Rose,6 months ago,https://cwlagos.com/property/luxury-well-maintained-2-bedroom-upper-floor-apartment/,True,True,True,True,True,True,True,True,True,True,,True,,True,True,True,True,True,,True,True,,,,,,,True,,True,,,
